sentence,spoiler,page,trope
He said that it looked like her friends tried to do a Black Dahlia on her.,TRUE,AmericanHorrorStory,ChekhovsGun
And how do they carry Travis' corpse out of the house?,TRUE,AmericanHorrorStory,ChekhovsGun
"The realtor had an actual gun   which Vivien later stole and accidentally shot her husband with  In fact, quite a lot of the onscreen deaths are caused by guns.",TRUE,AmericanHorrorStory,ChekhovsGun
"  Moira, killed by Constance long before the series began.",TRUE,AmericanHorrorStory,DeadAllAlong
"This is how Constance knew about the house's power, as they were living there at the time.",TRUE,AmericanHorrorStory,DeadAllAlong
Violet did not survive her overdose!,TRUE,AmericanHorrorStory,DeadAllAlong
"This trope could possibly apply to almost anyone in the cast, there's a lot of ambiguity about who's alive and who's dead.",TRUE,AmericanHorrorStory,DeadAllAlong
She stabs him to death after the second time.,TRUE,AmericanHorrorStory,DeathBySex
"As he was dead, it didn't affect him.",TRUE,AmericanHorrorStory,DeathBySex
"After her encounter in the Harmons' basement, this seems to have happened with  Leah  and Violet.",FALSE,AmericanHorrorStory,DefeatMeansFriendship
She's phased out entirely after Violet dies .,TRUE,AmericanHorrorStory,DemotedToExtra
"In another, it was having sex with Luke the security guard, Ben,  and  the rubber suit man.",TRUE,AmericanHorrorStory,DreamSequence
She wasn't asleep.,FALSE,AmericanHorrorStory,DreamSequence
Violet shows signs of this   after she discovers the truth of what Tate had done .,TRUE,AmericanHorrorStory,DrivenToMadness
"It's further compounded when   she looks for Tate in the basement and instead finds one of the nurses, the two home invaders, and Charles, leading to her being  Driven to Suicide .",TRUE,AmericanHorrorStory,DrivenToMadness
What is being done to   Vivien by the ghosts.,TRUE,AmericanHorrorStory,DrivenToMadness
"Constance is starting to show signs, especially after   she discovers that Tate raped Vivien .",TRUE,AmericanHorrorStory,DrivenToMadness
"It resurfaces in her monologue near the end of ""Afterbirth"".",TRUE,AmericanHorrorStory,DrivenToMadness
"  After being  Driven to Madness , Violet intentionally overdoses.",TRUE,AmericanHorrorStory,DrivenToSuicide
"Tate,  screaming and sobbing at her not to die on him , drags her to the bathroom...but is unsuccessful in saving her life.",TRUE,AmericanHorrorStory,DrivenToSuicide
"On subsequent tours of the house, Marcy says this is what happened to   Ben .",TRUE,AmericanHorrorStory,DrivenToSuicide
"  The baby-thing in the basement that attacks  Leah , nearly attacks Violet, and is responsible for the death of the twins.",TRUE,AmericanHorrorStory,EnfantTerrible
"If Tate can be believed, this is Thaddeus, the son of Charles and Nora Montgomery, killed in revenge for an abortion and  resurrected using a ''still-beating heart''  by Charles.",TRUE,AmericanHorrorStory,EnfantTerrible
Somewhat subverted in that all she really wants   is for someone to find her bones so she can pass on.,TRUE,AmericanHorrorStory,EvilRedhead
"Tate is a (literally)  Axe Crazy , lying, young man who has obsession with a younger girl and a   mentally challenged sibling , and is first introduced with the  Kill Bill  whistle tune playing and who is  clearly  not the lead character in the 1969 movie  Twisted Nerve .",TRUE,AmericanHorrorStory,Expy
"Though considering she's a   ghost , it's ambiguous which appearance is real and which is false.",TRUE,AmericanHorrorStory,FanDisservice
Both are the real appearance; Ben sees her as she looked before she   died  whereas Vivien sees her as how she looks after the fact.,TRUE,AmericanHorrorStory,FanDisservice
"What is most likely the situation with   one of Vivien's twins, specifically the one Vivien and Rubber Man conceived during the pilot .",TRUE,AmericanHorrorStory,FetusTerrible
"It started kicking  at eight weeks , then was revealed on the ultrasound to be much further along...and  made the nurse faint .",TRUE,AmericanHorrorStory,FetusTerrible
"When Vivien meets her again, she claims she saw what can be interpreted as  The Antichrist .",TRUE,AmericanHorrorStory,FetusTerrible
The basement incident gives subtle hints that   Tate already knows he's  Dead All Along .,TRUE,AmericanHorrorStory,Foreshadowing
He switches places with Thaddeus several times before appearing next to Violet to watch .,TRUE,AmericanHorrorStory,Foreshadowing
Marcy invokes this when she pulls a gun on Larry during the open house.,FALSE,AmericanHorrorStory,GenreSavvy
Violet flees the house but keeps ending back inside no matter how many times she tries   because she died and is now a ghost trapped in the house .,TRUE,AmericanHorrorStory,GoingInCircles
"Under the pretense of fellatio, she  bites his penis off .",TRUE,AmericanHorrorStory,GroinAttack
Vivian's twins were fathered by Tate  and  Ben.,TRUE,AmericanHorrorStory,HasTwoDaddies
"  After Ben is killed,  another family buys the house.",TRUE,AmericanHorrorStory,HereWeGoAgain
"Ben and Vivien effectively save their lives by convincing them to leave shortly afterward,  scaring the ever-loving hell out of them  in the process.",TRUE,AmericanHorrorStory,HereWeGoAgain
Marcy has to redouble her efforts to sell it.,TRUE,AmericanHorrorStory,HereWeGoAgain
"As the show has been confirmed for a second season, this will possibly happen again.",TRUE,AmericanHorrorStory,HereWeGoAgain
"Somewhat averted in that Murphy has stated that the next season will feature a different location and a different story, with some of the actors staying but even then only to play brand new characters.",FALSE,AmericanHorrorStory,HereWeGoAgain
Raped and killed inside the house.,TRUE,AmericanHorrorStory,HistoricalDomainCharacter
"Her appearance is also  Foreshadowing , as   Travis' body is mutilated the same way hers was .",TRUE,AmericanHorrorStory,HistoricalDomainCharacter
"For Moira, after   Larry Harvey discovers her bones while digging a hole to bury Hayden in .",TRUE,AmericanHorrorStory,HopeSpot
"Dashed when   her bones are not removed, Hayden is buried with her,  and  Ben builds a gazebo on top of them !",TRUE,AmericanHorrorStory,HopeSpot
One of Vivien's twins is stillborn.,FALSE,AmericanHorrorStory,InfantImmortality
"  Tate's son apparently inherited his dad's psychotic tendencies, if the nanny he murdered at  three years old  is any indication.",TRUE,AmericanHorrorStory,InTheBlood
"However, he has several major misconceptions about how to go about it.",FALSE,AmericanHorrorStory,IWantMyBelovedToBeHappy
"When   Ben was shot, he  didn't go to the hospital because it was just a through and through.",TRUE,AmericanHorrorStory,JustAFleshWound
None of the Harmons survive.,TRUE,AmericanHorrorStory,KillEmAll
"Really, this show has killed off almost every cast member.",TRUE,AmericanHorrorStory,KillEmAll
Constance and Larry are the only major characters who are still alive.,TRUE,AmericanHorrorStory,KillEmAll
 Addie is struck by a car while trying to join other trick-or-treaters.,TRUE,AmericanHorrorStory,LookBothWays
"The brutal irony is that the accident was caused by   the mask Addie's mother gave her to look like a ""pretty girl"", which blocked her peripheral vision.",TRUE,AmericanHorrorStory,LookBothWays
"Charles Montgomery,   driven insane after his son is murdered .",TRUE,AmericanHorrorStory,MadDoctor
"Travis handles   being murdered  rather well, only being bummed that he won't be famous now.",TRUE,AmericanHorrorStory,MajorInjuryUnderReaction
"He even asks if he was in the news   after his body is found , then requests newspaper clippings.",TRUE,AmericanHorrorStory,MajorInjuryUnderReaction
He plans on starting a scrapbook.,TRUE,AmericanHorrorStory,MajorInjuryUnderReaction
Constance's reaction to   Adelaide being hit by a car  is  heartbreaking .,TRUE,AmericanHorrorStory,MamaBear
It plays as the new buyers flee the house.,TRUE,AmericanHorrorStory,MeaningfulEcho
Tate's whistled theme?,TRUE,AmericanHorrorStory,MeaningfulEcho
"Heard again as   Constance finds his son and the body of the boy's nanny, who he had killed.",TRUE,AmericanHorrorStory,MeaningfulEcho
"After Patrick walked into the room, he killed him as well.",TRUE,AmericanHorrorStory,MurderSuicide
It's a  Dream Sequence !,TRUE,AmericanHorrorStory,NeverTrustATrailer
The trailer for episode 10 implies that Tate is going to kill Violet.,TRUE,AmericanHorrorStory,NeverTrustATrailer
"He does not, instead revealing that she's been  Dead All Along  since her overdose.",TRUE,AmericanHorrorStory,NeverTrustATrailer
"He was also one of the few to treat Adelaide with dignity, and after he dies, he even spends time playing with Larry's daughters.",TRUE,AmericanHorrorStory,NiceGuy
:  Violet only wants to move in the house after the real estate ladies tells the family about the murders.,FALSE,AmericanHorrorStory,NightmareFetishist
Some of which he has acted on.,TRUE,AmericanHorrorStory,NightmareFetishist
"They don't even notice her being  Driven to Madness , overdosing, and  dying .",TRUE,AmericanHorrorStory,ParentalAbandonment
"In her own words, they think she's depressed.",TRUE,AmericanHorrorStory,ParentalAbandonment
"Constance doesn't have many redeeming qualities, but you feel damn sorry for her when   Adelaide gets hit by a car and she tries desperately to keep from losing her.",TRUE,AmericanHorrorStory,PetTheDog
What she says to Adelaide's ghost.,TRUE,AmericanHorrorStory,PetTheDog
"As of ""Birth""   Constance  also counts.",TRUE,AmericanHorrorStory,RacistGrandma
"Billie Dean, the medium who Constance contacts after   Violet discovers that Tate's dead .",TRUE,AmericanHorrorStory,RichBitch
"Tate and Violet, torpedoed near the end of the season once Violet learns that Tate killed Chad and Patrick and raped her mother.",TRUE,AmericanHorrorStory,ShipSinking
And they really  are  dead!,TRUE,AmericanHorrorStory,TheBreakfastClub
   right before he commits  Suicide By Cop .,TRUE,AmericanHorrorStory,TaxiDriver
"In his case, he claims it led to him killing his family and horribly burning himself... and later reveals that he'd lied about killing his family.",TRUE,AmericanHorrorStory,Sleepwalking
"It's also mentioned in the Rubber Man episode that   Patrick  started sleepwalking after he moved in, suggesting the house tends to have this effect on its residents.",TRUE,AmericanHorrorStory,Sleepwalking
He doesn't stick around long enough for anything to develop from it.,TRUE,AmericanHorrorStory,Sleepwalking
"In ""Afterbirth"" we learn why,   It's Loraine waking them up and leading them down to the stove.",TRUE,AmericanHorrorStory,Sleepwalking
"He's not breaking in, though.",TRUE,AmericanHorrorStory,StalkerWithACrush
Larry is a platonic version of this to Ben.,TRUE,AmericanHorrorStory,StalkerWithACrush
He keeps appearing out of nowhere and talking to him.,TRUE,AmericanHorrorStory,StalkerWithACrush
"Though Ben is repulsed by him, he apparently just wants to be buds.",TRUE,AmericanHorrorStory,StalkerWithACrush
"In episode three, he even helps Ben out by   killing Hayden.",TRUE,AmericanHorrorStory,StalkerWithACrush
"In episode 5, he willingly teams with  Hayden  to get revenge on Ben.",TRUE,AmericanHorrorStory,StalkerWithACrush
"Tate and Violet,   due to Tate being  Dead All Along .",TRUE,AmericanHorrorStory,StarCrossedLovers
Resolved now that Violet is also  Dead All Along .,TRUE,AmericanHorrorStory,StarCrossedLovers
"And promptly  sunk , when Violet finds out Tate killed Chad and Patrick, and raped her mother.",TRUE,AmericanHorrorStory,StarCrossedLovers
"When  Hayden  shows up in episodes 4 and 5 after   Larry killed her the episode before , Ben jumps to the conclusion that they are working together to get money out of him,   despite the fact he held her dead body in his arms and built a friggin' gazebo over her burial place.",TRUE,AmericanHorrorStory,SupernaturalProofFather
"When Vivien starts seeing the ghosts, he thinks she's gone crazy.",TRUE,AmericanHorrorStory,SupernaturalProofFather
And even then they both think it's someone who broke in!,TRUE,AmericanHorrorStory,SupernaturalProofFather
"Doesn't even notice that Violet   is dead , believing that she's only depressed.",TRUE,AmericanHorrorStory,SupernaturalProofFather
